size,template,train_max,n,train_correct@8,train_correct@8_std,train_valid@8,train_valid@8_std,train_joint@8,train_joint@8_std,ood_correct@8,ood_correct@8_std,ood_valid@8,ood_valid@8_std,ood_joint@8,ood_joint@8_std,hard_tail_correct@8,hard_tail_correct@8_std,hard_tail_valid@8,hard_tail_valid@8_std,hard_tail_joint@8,hard_tail_joint@8_std,depth50_correct@8,depth50_correct@8_std,depth50_joint@8,depth50_joint@8_std,train_correct@16,train_correct@16_std,train_valid@16,train_valid@16_std,train_joint@16,train_joint@16_std,ood_correct@16,ood_correct@16_std,ood_valid@16,ood_valid@16_std,ood_joint@16,ood_joint@16_std,hard_tail_correct@16,hard_tail_correct@16_std,hard_tail_valid@16,hard_tail_valid@16_std,hard_tail_joint@16,hard_tail_joint@16_std,depth50_correct@16,depth50_correct@16_std,depth50_joint@16,depth50_joint@16_std
,logic,5,3,1.0,0.0,1.0,0.0,1.0,0.0,0.18632721445221445,0.06904032261658485,0.13980583810129266,0.019133826451153413,0.029450757575757575,0.007871059608092642,0.12067010921177589,0.07061437550571159,0.07434413580246914,0.017680026933953104,0.006983024691358025,0.0012003355853475344,0.08020833333333334,0.06403214615129452,0.005208333333333333,0.00736569563735987,1.0,0.0,1.0,0.0,1.0,0.0,0.29261363636363635,0.10433010594027806,0.23106060606060608,0.027673559083716777,0.05208333333333333,0.013981840019160417,0.20717592592592593,0.10941020646385624,0.13541666666666666,0.03448996394849847,0.01273148148148148,0.0032736425054932764,0.13541666666666666,0.10622957319984969,0.010416666666666666,0.01473139127471974
,logic,10,6,1.0,0.0,1.0,0.0,1.0,0.0,0.546681801994302,0.1009523928780869,0.4554470991970992,0.1205029992405887,0.2950699300699301,0.039718237500703635,0.49631351801490686,0.11216868685812402,0.39571745769662436,0.13403809808652897,0.2181328959106737,0.043029617932420855,0.230982905982906,0.15131770205776107,0.010416666666666666,0.017274087449767706,1.0,0.0,1.0,0.0,1.0,0.0,0.6723958333333333,0.12130497930205594,0.5520833333333334,0.15590239111558088,0.34114583333333337,0.048861273470294335,0.6359953703703703,0.13478331033561772,0.5023148148148149,0.17322487901731212,0.2685185185185185,0.053215573761910405,0.3854166666666667,0.2404874245961499,0.020833333333333332,0.03454817489953541
,logic,15,3,1.0,0.0,1.0,0.0,1.0,0.0,0.49629781387593885,0.10717917085354377,0.3551506653069153,0.05798033582799574,0.24440276159026159,0.030870261041378456,0.552264723445279,0.09527037409203891,0.42680059138392473,0.051538076291551764,0.32835801030245476,0.027440232036780855,0.2314102564102564,0.15023277046232877,0.020833333333333332,0.01948779888944761,1.0,0.0,1.0,0.0,1.0,0.0,0.6341145833333334,0.11853965288271918,0.43359375,0.08947501324275771,0.29296875,0.046329288736086445,0.6747685185185185,0.10536858034019483,0.4965277777777778,0.07953334510467351,0.3715277777777778,0.04118158998763239,0.3541666666666667,0.21998658418690495,0.041666666666666664,0.03897559777889522
,logic,20,6,1.0,0.0,1.0,0.0,1.0,0.0,0.6620719076448243,0.08155654466584077,0.5112815521669688,0.20712787069351318,0.2408022533022533,0.11666182558266909,0.7747146050965495,0.05437102977722719,0.6741877014446459,0.1380852471290088,0.49386816886816887,0.07777455038844605,0.5893761331261331,0.19166201549171663,0.07104336635586635,0.09823127800391179,1.0,0.0,1.0,0.0,1.0,0.0,0.7916666666666667,0.05593404060273268,0.609375,0.22252041625016827,0.3029513888888889,0.1479697389465303,0.8611111111111112,0.03728936040182179,0.7395833333333334,0.14834694416677882,0.5353009259259259,0.09864649263102018,0.7552083333333334,0.15140043597654826,0.109375,0.13829081299324744
,logic,25,6,1.0,0.0,1.0,0.0,1.0,0.0,0.8314854474229474,0.03759706210063774,0.7304695998445998,0.1232708286109612,0.5031303418803419,0.1578291246764949,0.9063808041238597,0.020887256722576516,0.8502608888025555,0.06848379367275625,0.7239613010446344,0.08768284704249713,0.7192979474229474,0.05138047973437513,0.20440502784252784,0.1361851095112915,1.0,0.0,1.0,0.0,1.0,0.0,0.9135416666666667,0.03561525207766407,0.8135416666666667,0.09698694249170292,0.5708333333333333,0.15565163203627372,0.9519675925925926,0.019786251154257802,0.896412037037037,0.05388163471761274,0.7615740740740741,0.08647312890904096,0.84375,0.08838834764831845,0.2864583333333333,0.17155905304167296
,nl_exact,5,3,1.0,0.0,1.0,0.0,1.0,0.0,0.46628228673683214,0.06159659853758586,0.31840115902615906,0.015600728027755318,0.3142085187539733,0.00974667341271623,0.3476783504561282,0.07528473154593823,0.16693474992086102,0.019067556478367623,0.1618104118104118,0.011912600837764293,0.23649232711732712,0.1698606352651847,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5018939393939394,0.07638236678059009,0.32196969696969696,0.015789140152019945,0.3181818181818182,0.010629708485153244,0.3912037037037037,0.09335622606516564,0.1712962962962963,0.01929783796357993,0.16666666666666669,0.012991865926298408,0.2916666666666667,0.21245914639969937,0.0,0.0
,nl_exact,10,6,1.0,0.0,1.0,0.0,1.0,0.0,0.4381137092074592,0.04621936766295127,0.28560375388500386,0.024565113419657225,0.28424554033929034,0.023652258246974915,0.3756818991193991,0.051354852958834754,0.20622639320555988,0.02729457046628581,0.20471726704365592,0.026280286941083246,0.3398552836052836,0.12303924781097579,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.471875,0.04973890160963885,0.29010416666666666,0.02375936401657717,0.2890625,0.022732450877911658,0.4131944444444444,0.05526544623293206,0.21122685185185186,0.026399293351752416,0.21006944444444445,0.02525827875323518,0.421875,0.12853086124221944,0.0,0.0
,nl_exact,15,3,1.0,0.0,1.0,0.0,1.0,0.0,0.2897551233488733,0.04942281884203346,0.13667767417767418,0.01659154242107265,0.13366204108391608,0.012353341369415686,0.36867122075455405,0.04393139452625198,0.2326023770468215,0.014748037707620128,0.2299218142968143,0.01098074788392505,0.2103090196840197,0.12739993089182036,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3216145833333333,0.05155986946151909,0.140625,0.01940060472103039,0.13671875,0.01390244564066577,0.39699074074074076,0.045830995076905856,0.2361111111111111,0.017244981974249247,0.2326388888888889,0.012357729458369576,0.2604166666666667,0.1405285162836671,0.0,0.0
,nl_exact,20,6,1.0,0.0,1.0,0.0,1.0,0.0,0.4122722281576448,0.13438556732187182,0.2654224537037037,0.19000281577770292,0.2549184418976086,0.17816845785466592,0.6081814854384299,0.08959037821458123,0.5102816358024691,0.12666854385180193,0.5032789612650723,0.11877897190311058,0.31617618492618493,0.10213490554869967,0.10336457523957523,0.14911124581903465,1.0,0.0,1.0,0.0,1.0,0.0,0.4557291666666667,0.14745962008088231,0.2873263888888889,0.1998583633555613,0.2786458333333333,0.18996141900871755,0.6371527777777778,0.09830641338725488,0.5248842592592593,0.13323890890370754,0.5190972222222222,0.1266409460058117,0.3697916666666667,0.14023866685246103,0.125,0.17769502197116646
,nl_exact,25,6,1.0,0.0,1.0,0.0,1.0,0.0,0.6446297915047915,0.13370129122751456,0.6286226851851852,0.12000228136131212,0.6209122474747475,0.11411529101401036,0.8025721063915509,0.07427849512639699,0.7936792695473252,0.06666793408961787,0.7893956930415263,0.06339738389667242,0.3144704254079254,0.1758500745018413,0.26091645622895626,0.16007215764943902,1.0,0.0,1.0,0.0,1.0,0.0,0.68125,0.14040492037911873,0.6614583333333334,0.12307987046584382,0.65625,0.11896909612724363,0.8229166666666666,0.07800273354395483,0.8119212962962963,0.06837770581435766,0.8090277777777778,0.0660939422929131,0.3802083333333333,0.21149938025257242,0.328125,0.19825902406952375
