template,train_max,n,greedy_train_correct_mean,greedy_train_correct_std,greedy_train_valid_mean,greedy_train_valid_std,greedy_ood_correct_mean,greedy_ood_correct_std,greedy_ood_valid_mean,greedy_ood_valid_std,greedy_hard_correct_mean,greedy_hard_correct_std,greedy_hard_valid_mean,greedy_hard_valid_std,greedy_depth50_correct_mean,greedy_depth50_correct_std,greedy_depth50_valid_mean,greedy_depth50_valid_std,elapsed_hours_mean,elapsed_hours_std,train_correct1_mean,train_correct1_std,train_valid1_mean,train_valid1_std,train_joint1_mean,train_joint1_std,ood_correct1_mean,ood_correct1_std,ood_valid1_mean,ood_valid1_std,ood_joint1_mean,ood_joint1_std,hard_correct1_mean,hard_correct1_std,hard_valid1_mean,hard_valid1_std,hard_joint1_mean,hard_joint1_std,depth50_correct1_mean,depth50_correct1_std,depth50_valid1_mean,depth50_valid1_std,depth50_joint1_mean,depth50_joint1_std,train_correct2_mean,train_correct2_std,train_valid2_mean,train_valid2_std,train_joint2_mean,train_joint2_std,ood_correct2_mean,ood_correct2_std,ood_valid2_mean,ood_valid2_std,ood_joint2_mean,ood_joint2_std,hard_correct2_mean,hard_correct2_std,hard_valid2_mean,hard_valid2_std,hard_joint2_mean,hard_joint2_std,depth50_correct2_mean,depth50_correct2_std,depth50_valid2_mean,depth50_valid2_std,depth50_joint2_mean,depth50_joint2_std,train_correct4_mean,train_correct4_std,train_valid4_mean,train_valid4_std,train_joint4_mean,train_joint4_std,ood_correct4_mean,ood_correct4_std,ood_valid4_mean,ood_valid4_std,ood_joint4_mean,ood_joint4_std,hard_correct4_mean,hard_correct4_std,hard_valid4_mean,hard_valid4_std,hard_joint4_mean,hard_joint4_std,depth50_correct4_mean,depth50_correct4_std,depth50_valid4_mean,depth50_valid4_std,depth50_joint4_mean,depth50_joint4_std,train_correct8_mean,train_correct8_std,train_valid8_mean,train_valid8_std,train_joint8_mean,train_joint8_std,ood_correct8_mean,ood_correct8_std,ood_valid8_mean,ood_valid8_std,ood_joint8_mean,ood_joint8_std,hard_correct8_mean,hard_correct8_std,hard_valid8_mean,hard_valid8_std,hard_joint8_mean,hard_joint8_std,depth50_correct8_mean,depth50_correct8_std,depth50_valid8_mean,depth50_valid8_std,depth50_joint8_mean,depth50_joint8_std,train_correct16_mean,train_correct16_std,train_valid16_mean,train_valid16_std,train_joint16_mean,train_joint16_std,ood_correct16_mean,ood_correct16_std,ood_valid16_mean,ood_valid16_std,ood_joint16_mean,ood_joint16_std,hard_correct16_mean,hard_correct16_std,hard_valid16_mean,hard_valid16_std,hard_joint16_mean,hard_joint16_std,depth50_correct16_mean,depth50_correct16_std,depth50_valid16_mean,depth50_valid16_std,depth50_joint16_mean,depth50_joint16_std,auc_all_correct16,auc_ood_correct16,max_depth_correct16_ge_0p8,max_depth_correct16_ge_0p5,max_depth_correct16_ge_0p25,auc_all_joint16,auc_ood_joint16,max_depth_joint16_ge_0p8,max_depth_joint16_ge_0p5,max_depth_joint16_ge_0p25
logic,5,3,1.0,0.0,1.0,0.0,0.10795454545454546,0.05854386937906717,0.05208333333333333,0.043540014896108516,0.061342592592592594,0.04547889514904745,0.024305555555555556,0.029598870029038014,0.020833333333333332,0.01473139127471974,0.0,0.0,15.151798429446854,3.1171240390681882,1.0,0.0,1.0,0.0,1.0,0.0,0.09795217803030302,0.047849796415774914,0.03758285984848485,0.02034056962501003,0.033203125,0.01995336302187764,0.05591724537037037,0.040678898276930546,0.012586805555555556,0.01183206743617411,0.008969907407407407,0.011926334308295313,0.017578125,0.014615849167085708,0.0026041666666666665,0.003682847818679935,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.16743213383838385,0.0754702924052541,0.06641414141414141,0.03472527104383343,0.0585385101010101,0.03405703773228813,0.09962384259259259,0.06768644704700824,0.022897376543209877,0.020745503160842102,0.015923996913580245,0.021004105646310934,0.034895833333333334,0.029022928306372736,0.005208333333333333,0.00736569563735987,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2619063228438228,0.10552548245452444,0.1079285298035298,0.05329045754902518,0.09449248667998668,0.05218019286076727,0.16816684472934473,0.10327710058319263,0.03929525335775336,0.03344892087451186,0.02622418091168091,0.03406366897149906,0.06875,0.05721111761857714,0.010416666666666666,0.01473139127471974,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.37422697252242704,0.13304176014929409,0.1592416737303101,0.07307576777091211,0.1371496138541593,0.07072320111371394,0.26804224582002356,0.14433981379013025,0.06336594218538663,0.04948374246377057,0.03975591024202135,0.05021048416227712,0.13333333333333333,0.11108615171051633,0.020833333333333332,0.02946278254943948,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.15689433263050087,0.21496212121212122,0.0938312702531445,0.1789772727272727,0.08582492469978938,0.40162037037037035,0.18474339663287376,0.09722222222222222,0.07019272777803845,0.05555555555555555,0.06666907788849383,0.25,0.20885351724753565,0.041666666666666664,0.05892556509887896,0.0,0.0,0.5316751700680272,0.4302083333333334,12,18,50,0.25403911564625853,0.09921875000000001,5,12,15
logic,10,3,1.0,0.0,1.0,0.0,0.33125,0.02224391302506523,0.26145833333333335,0.008960755486502728,0.2604166666666667,0.02455231879119957,0.18518518518518517,0.013397959378229428,0.0,0.0,0.010416666666666666,0.01473139127471974,10.894657834417314,0.8845928245617084,0.9993489583333334,0.0006089937152952378,0.99951171875,0.0006905339660024879,0.9993489583333334,0.0006089937152952378,0.3083984375,0.01727236977044491,0.24492187499999998,0.0037973090029733538,0.23723958333333334,0.00534726802041174,0.2351707175925926,0.01747856440514806,0.16637731481481483,0.006362451801879637,0.158203125,0.004005459548584236,0.018880208333333332,0.0048719497223619025,0.005859375,0.005749844314015525,0.0006510416666666666,0.0009207119546699837,0.9999348958333333,9.207119546701931e-05,0.9999348958333333,9.207119546701931e-05,0.9999348958333333,9.207119546701931e-05,0.3856684027777778,0.020273581989571698,0.29304687500000004,0.012652087650025786,0.2822309027777778,0.00798423324842157,0.31796874999999997,0.022492796803970382,0.21553819444444447,0.015156090537086735,0.20356867283950617,0.010054198509191451,0.03723958333333333,0.009260977126521963,0.011631944444444445,0.011381794029919281,0.0013020833333333333,0.0018414239093399675,1.0,0.0,1.0,0.0,1.0,0.0,0.4698660714285714,0.02843847527016602,0.3317805631868132,0.02552396805768399,0.3153451236263736,0.01869364037892156,0.41099537037037037,0.0316010437379314,0.2575956450956451,0.028430559026460626,0.2393346815221815,0.020848687580685546,0.07247023809523809,0.016745865715625443,0.022916666666666665,0.02229264016565906,0.0026041666666666665,0.003682847818679935,1.0,0.0,1.0,0.0,1.0,0.0,0.5673424954674955,0.03444267999258516,0.3658299339549339,0.03755194875904626,0.339341249028749,0.02590472033054999,0.5192694394083283,0.03826964443620571,0.29536659328326,0.04172438751005141,0.26593472114305444,0.02878302258949999,0.1375,0.02772999362236307,0.044444444444444446,0.04270692183756055,0.005208333333333333,0.00736569563735987,1.0,0.0,1.0,0.0,1.0,0.0,0.678125,0.029425931024636538,0.40520833333333334,0.05008673033404712,0.359375,0.027599252707274518,0.6423611111111112,0.03269547891626283,0.33912037037037035,0.05565192259338567,0.2881944444444444,0.03066583634141612,0.25,0.04419417382415922,0.08333333333333333,0.07795119555779044,0.010416666666666666,0.01473139127471974,0.7104591836734695,0.6266447368421053,25,30,50,0.4107142857142858,0.24013157894736836,18,20,20
logic,15,3,1.0,0.0,1.0,0.0,0.28125,0.03508383746173823,0.14192708333333334,0.01573313277811793,0.3611111111111111,0.031185633299322873,0.23726851851851852,0.013985006913882596,0.08333333333333333,0.0736569563735987,0.041666666666666664,0.05892556509887896,10.747839977257957,0.9652359685478412,0.999782986111111,0.00015345199244501474,0.999782986111111,0.00015345199244501474,0.999782986111111,0.00015345199244501474,0.2608235677083333,0.02946750261838467,0.136962890625,0.011421676724474606,0.12809244791666666,0.005723291332199623,0.34280960648148145,0.026229270560910577,0.23271122685185186,0.010248530525708822,0.2248263888888889,0.00511097272356935,0.022135416666666668,0.011536487725696192,0.013671875,0.013053344827970978,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3550998263888889,0.03658229844504151,0.15551215277777777,0.019348781138588476,0.1390407986111111,0.0068992159152403126,0.4267554012345679,0.03251759861781467,0.24934413580246914,0.017198916567634212,0.23470293209876544,0.006132636369102504,0.04401041666666667,0.022896929632028704,0.02682291666666667,0.02569121835978561,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.47040479052197803,0.03795323033722939,0.18386775984432235,0.03678279084347016,0.15273222870879122,0.011155232605057816,0.5292487026862027,0.033736204744203885,0.27454911986161984,0.03269581408308457,0.24687309218559217,0.00991576231560693,0.08697916666666666,0.04509346004565284,0.05163690476190476,0.04982308642772753,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5901328995078995,0.04467850393176738,0.23191925262237761,0.06966450066050002,0.17475779428904428,0.01941864728175402,0.6356736884514663,0.039714225717126565,0.3172615578865579,0.06192400058711111,0.2664513727013727,0.01726101980600358,0.16979166666666667,0.08741728895022659,0.09583333333333334,0.09423869541203848,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.69921875,0.06590651424397793,0.3072916666666667,0.12525743889391916,0.20963541666666666,0.03410364805653332,0.732638888888889,0.058583568216869296,0.38425925925925924,0.11133994568348367,0.2974537037037037,0.03031435382802963,0.3229166666666667,0.1640418307085794,0.16666666666666666,0.17368054167221944,0.0,0.0,0.7890093537414966,0.6769205729166667,30,40,50,0.4233630952380953,0.11702473958333333,18,18,20
logic,20,3,1.0,0.0,1.0,0.0,0.2204861111111111,0.1132604613215284,0.05555555555555556,0.042596681063837835,0.48032407407407407,0.07550697421435228,0.3703703703703704,0.02839778737589188,0.08333333333333333,0.09660019266141358,0.0,0.0,9.638292586948976,0.36749940536097925,0.9996744791666666,0.0004603559773349919,0.9993489583333334,0.00023017798866749594,0.9993489583333334,0.00023017798866749594,0.23231336805555555,0.11327387045594206,0.039713541666666664,0.026978326667398383,0.025065104166666668,0.014046516282806914,0.48799189814814814,0.07520949865794062,0.35930266203703703,0.01798496921499715,0.34953703703703703,0.009316163575693355,0.06770833333333333,0.05967605738557806,0.006510416666666667,0.0048719497223619025,0.0006510416666666666,0.0009207119546699837,0.9999674479166667,4.603559773350966e-05,0.9999565972222222,4.059958101969505e-05,0.9999565972222222,4.059958101969505e-05,0.3679398148148148,0.15537349939763428,0.06782407407407408,0.047801762271571006,0.04139178240740741,0.025589396685566215,0.5785976080246914,0.10354144428159301,0.3785108024691358,0.03185451861847544,0.36088927469135806,0.01703192827608789,0.12682291666666667,0.10841155529361506,0.012934027777777779,0.009651435008524143,0.0013020833333333333,0.0018414239093399675,1.0,0.0,1.0,0.0,1.0,0.0,0.5258499313186813,0.17405568451792963,0.11195150335775336,0.07836969415980809,0.06754139957264957,0.04424270197375226,0.6838999542124542,0.11603712301195304,0.4079676689051689,0.05224646277320539,0.37836093304843305,0.029495134649168156,0.2250114468864469,0.18098655907758962,0.025520833333333333,0.01893714475281025,0.0026041666666666665,0.003682847818679935,1.0,0.0,1.0,0.0,1.0,0.0,0.6789006518173185,0.15878337415448648,0.17505233963567296,0.11842285354762985,0.10617000669084002,0.07250384784373566,0.7859337678782123,0.10585558276965763,0.45003489309044864,0.07894856903175325,0.40411333779389336,0.04833589856249041,0.36820852758352757,0.26330273252415304,0.049652777777777775,0.03644675742152119,0.005208333333333333,0.00736569563735987,1.0,0.0,1.0,0.0,1.0,0.0,0.8038194444444444,0.1250241103290891,0.2586805555555556,0.1679816469711373,0.1579861111111111,0.11205652474378419,0.8692129629629629,0.0833494068860594,0.5057870370370371,0.1119877646474249,0.4386574074074074,0.07470434982918944,0.5520833333333334,0.3210632293213009,0.09375,0.06750771560841522,0.010416666666666666,0.01473139127471974,0.9027423469387755,0.8125,40,50,50,0.5349702380952381,0.1552083333333333,20,20,30
logic,25,3,1.0,0.0,1.0,0.0,0.8208333333333333,0.06965938957208535,0.7979166666666667,0.08106281857643213,0.900462962962963,0.03869966087338078,0.8877314814814814,0.045034899209128974,0.6666666666666666,0.16601434844280444,0.625,0.22963966338592295,10.312405959904638,0.04488810942911881,0.9997106481481481,0.0004092053131866711,0.9996383101851852,0.0005115066414833127,0.9996383101851852,0.0005115066414833127,0.749609375,0.09490553057157902,0.6994791666666667,0.10399204112842267,0.6852864583333333,0.10226536305776657,0.8606047453703703,0.053061658641252854,0.8326822916666666,0.05821233239273477,0.8247974537037037,0.05724077001174816,0.5716145833333334,0.151030441393219,0.5,0.16656236563862623,0.4798177083333333,0.16488457646747207,0.9999807098765432,2.7280354212413337e-05,0.9999807098765432,2.7280354212413337e-05,0.9999807098765432,2.7280354212413337e-05,0.8850173611111111,0.052288940232523666,0.8364409722222222,0.06559789637242694,0.8272048611111111,0.06749424397468652,0.9361014660493827,0.029069675229676503,0.9091145833333333,0.0364649771038464,0.9039834104938271,0.037517547029393965,0.7657118055555555,0.11715515242851181,0.6831597222222222,0.142277033098728,0.6652777777777777,0.14980943922085888,1.0,0.0,1.0,0.0,1.0,0.0,0.9575080128205129,0.018776037285389558,0.9201442307692308,0.027015890917686507,0.9148763736263736,0.030013865139160583,0.9763933404558405,0.010431131825216496,0.9556356837606838,0.015008828287603625,0.9527090964590964,0.016674369521755845,0.9029475732600732,0.055173527196978614,0.826367902930403,0.08189750765995688,0.8131925366300367,0.09423905402341665,1.0,0.0,1.0,0.0,1.0,0.0,0.9868053936803938,0.006269922879673621,0.9627159414659414,0.009806550341094145,0.9603222934472935,0.012407072592392026,0.9926696631557742,0.0034832904887075254,0.9792866341477452,0.00544808352283005,0.9779568296929408,0.006892818106884503,0.9715828153328153,0.018783745438456068,0.9063778813778814,0.036253273167970085,0.8993444055944055,0.045629535028151993,1.0,0.0,1.0,0.0,1.0,0.0,0.9958333333333333,0.0029462782549439376,0.98125,0.005103103630798315,0.98125,0.005103103630798315,0.9976851851851852,0.001636821252746632,0.9895833333333334,0.0028350575726657054,0.9895833333333334,0.0028350575726657054,0.9895833333333334,0.01473139127471974,0.9375,0.02551551815399144,0.9375,0.02551551815399144,0.998405612244898,0.99609375,50,50,50,0.9936224489795918,0.984375,50,50,50
nl_exact,5,3,1.0,0.0,1.0,0.0,0.5634469696969697,0.07955672719548569,0.5880681818181819,0.020088260829163276,0.4675925925925926,0.09561053901881199,0.4976851851851852,0.0229154975384529,0.020833333333333332,0.02946278254943948,0.010416666666666666,0.01473139127471974,7.019700059064899,0.13819874802694834,1.0,0.0,1.0,0.0,1.0,0.0,0.523733428030303,0.06701185536922316,0.5407196969696969,0.02828242258989195,0.5099431818181819,0.06467619318345706,0.41919849537037035,0.08025296325195692,0.43995949074074076,0.03313489330448423,0.40234375,0.07739965978392649,0.035807291666666664,0.020812978337429403,0.024739583333333332,0.018414239093399676,0.020833333333333332,0.018688411581259536,1.0,0.0,1.0,0.0,1.0,0.0,0.5755997474747475,0.06140197426523074,0.5796401515151515,0.03776605403044302,0.5568734217171717,0.06065462369531409,0.4818769290123457,0.07425989023443229,0.48681520061728395,0.04550900521305349,0.4589891975308642,0.07335174772074354,0.06814236111111112,0.03858055314307478,0.04722222222222222,0.034373903952784404,0.039496527777777776,0.03504279102657348,1.0,0.0,1.0,0.0,1.0,0.0,0.624955253080253,0.06564061174562005,0.6186246045621046,0.049215596618062574,0.5986820471195471,0.06741106739708136,0.5418224715099714,0.0799568207761212,0.5340850122100123,0.05993634598760434,0.5097107753357754,0.0821278196904135,0.12438759157509158,0.06737059207833665,0.0865728021978022,0.06041436716073199,0.07146863553113553,0.062225022560552595,1.0,0.0,1.0,0.0,1.0,0.0,0.67747897094488,0.07889419663577803,0.6630472116267571,0.061292860391273185,0.6400102422829695,0.08327029673522672,0.6058224697113586,0.09640687898214235,0.5881836527669861,0.07489828919975672,0.5600273569023569,0.10175639650770932,0.2127573815073815,0.10875759277646288,0.14911858974358974,0.09683030833052765,0.1202991452991453,0.10229930287980778,1.0,0.0,1.0,0.0,1.0,0.0,0.7348484848484849,0.09620951141771793,0.7130681818181819,0.07519917309125687,0.6856060606060606,0.10348433548388751,0.6759259259259259,0.11758940284387746,0.6493055555555556,0.09191010044486954,0.6157407407407407,0.12648085448030694,0.3333333333333333,0.16601434844280444,0.23958333333333334,0.1405285162836671,0.1875,0.15934435979977452,0.7388392857142857,0.680078125,25,30,50,0.6910076530612245,0.621484375,25,30,40
nl_exact,10,3,1.0,0.0,1.0,0.0,0.6,0.08400768814023313,0.5614583333333334,0.10440597511104854,0.5555555555555556,0.09334187571137016,0.5127314814814815,0.11600663901227616,0.041666666666666664,0.01473139127471974,0.03125,0.04419417382415922,7.733514967678973,0.5144592417209655,1.0,0.0,1.0,0.0,1.0,0.0,0.5797526041666667,0.081413430718702,0.5550130208333334,0.09933841994402182,0.54921875,0.09422244240277235,0.5330584490740741,0.09045936746522441,0.5055700231481481,0.1103760221600242,0.4991319444444444,0.10469160266974704,0.039713541666666664,0.02950590935839755,0.038411458333333336,0.04758397581932709,0.026692708333333332,0.031100445084625485,1.0,0.0,1.0,0.0,1.0,0.0,0.6112413194444444,0.08695348853054244,0.5789583333333334,0.10660534897654475,0.5716145833333334,0.09936440124079135,0.5680459104938271,0.09661498725615825,0.532175925925926,0.11845038775171633,0.5240162037037037,0.11040489026754594,0.07126736111111111,0.05298112211659003,0.06831597222222222,0.08370585501027716,0.048611111111111105,0.05601373563909939,1.0,0.0,1.0,0.0,1.0,0.0,0.643073489010989,0.0942425307461761,0.6018286401098901,0.11820669485042817,0.59253663003663,0.10855087391719985,0.6034149877899878,0.10471392305130674,0.5575873778998779,0.1313407720560313,0.5472629222629223,0.12061208213022204,0.1184466575091575,0.08722742474552571,0.11169871794871795,0.1342463374269705,0.08219436813186813,0.09285631841519314,1.0,0.0,1.0,0.0,1.0,0.0,0.6752596477596478,0.10144631153725103,0.623573717948718,0.1312371450399297,0.6125809375809376,0.11996677511209713,0.6391773863996086,0.11271812393027891,0.5817485754985755,0.14581905004436632,0.5695343750899307,0.133296416791219,0.18046733359233358,0.1274386700424235,0.16568732193732194,0.1938542448287713,0.12574057886557885,0.1379853362617959,1.0,0.0,1.0,0.0,1.0,0.0,0.7114583333333333,0.10756942202854654,0.6458333333333334,0.14230096968124364,0.634375,0.13132438368406685,0.6793981481481481,0.11952158003171838,0.6064814814814815,0.15811218853471515,0.59375,0.14591598187118537,0.2604166666666667,0.16601434844280444,0.22916666666666666,0.26062491673326676,0.17708333333333334,0.18807781338820612,0.7433035714285713,0.6689967105263158,25,35,50,0.6688988095238093,0.5730537280701754,25,30,35
nl_exact,15,3,1.0,0.0,1.0,0.0,0.57421875,0.049513420161019644,0.6458333333333334,0.18966666266201665,0.6215277777777778,0.044011929032017484,0.6851851851851852,0.16859258903290372,0.052083333333333336,0.0736569563735987,0.3020833333333333,0.4272103469668725,7.603199889907588,0.3089698186984889,1.0,0.0,1.0,0.0,1.0,0.0,0.4952799479166667,0.009867497079287876,0.4966634114583333,0.00849556367080429,0.4913736979166667,0.0067018960904665645,0.5513599537037037,0.008771108514922557,0.5525896990740741,0.007551612151826044,0.5478877314814815,0.0059572409693036,0.008463541666666666,0.008183466855453472,0.008463541666666666,0.007866566389058966,0.0013020833333333333,0.0009207119546699837,1.0,0.0,1.0,0.0,1.0,0.0,0.510546875,0.012673285957705845,0.5076822916666667,0.008901948342357607,0.5030815972222222,0.004089689928178767,0.5649305555555555,0.011265143073516287,0.5623842592592593,0.007912842970984543,0.5582947530864197,0.003635279936158868,0.01657986111111111,0.016042361847611198,0.01640625,0.015000542524911111,0.0026041666666666665,0.0018414239093399675,1.0,0.0,1.0,0.0,1.0,0.0,0.5237587282509157,0.021727302582969604,0.517772722069597,0.01513753098222095,0.5100904304029305,0.005722015403976115,0.5766744251119251,0.01931315785152851,0.5713535307285307,0.013455583095307496,0.5645248270248271,0.005086235914645413,0.03177083333333333,0.030786493137774266,0.030877976190476192,0.027282309698361765,0.005208333333333333,0.003682847818679935,1.0,0.0,1.0,0.0,1.0,0.0,0.5426002816627816,0.03761154446209843,0.5329815583721834,0.0271827874066838,0.5194832944832946,0.010846056425996327,0.5934224725891393,0.03343248396630971,0.5848724963308297,0.024162477694830015,0.5728740395407063,0.009640939045330046,0.057986111111111106,0.05638059257524527,0.05520833333333333,0.045381293564149924,0.010416666666666666,0.00736569563735987,1.0,0.0,1.0,0.0,1.0,0.0,0.5690104166666666,0.05892556509887896,0.5572916666666666,0.0458140939733312,0.53515625,0.019918044974971814,0.6168981481481481,0.05237828008789238,0.6064814814814815,0.040723639087405505,0.5868055555555556,0.01770492886664164,0.09375,0.0919975090242484,0.09375,0.06750771560841522,0.020833333333333332,0.01473139127471974,0.6944090136054422,0.5320638020833334,30,30,30,0.6704931972789115,0.4954427083333333,30,30,30
nl_exact,20,3,1.0,0.0,1.0,0.0,0.6840277777777778,0.19756608813786533,0.7777777777777778,0.0701784129562769,0.7893518518518519,0.13171072542524356,0.8518518518518519,0.046785608637517934,0.3541666666666667,0.29352089174177853,0.5520833333333334,0.1405285162836671,7.481323136060166,0.43805616082024307,0.9996744791666666,0.0004603559773349919,0.9996744791666666,0.0004603559773349919,0.9996744791666666,0.0004603559773349919,0.3119574652777778,0.05384547106742495,0.3200954861111111,0.055852098574788143,0.3119574652777778,0.05384547106742495,0.5413049768518519,0.03589698071161666,0.5467303240740741,0.03723473238319212,0.5413049768518519,0.03589698071161666,0.026692708333333332,0.03502337931331449,0.032552083333333336,0.0433028363237393,0.026692708333333332,0.03502337931331449,0.9999348958333333,9.207119546701931e-05,0.9999348958333333,9.207119546701931e-05,0.9999348958333333,9.207119546701931e-05,0.3497106481481481,0.057895296281264635,0.35671296296296295,0.06364037611497998,0.3497106481481481,0.057895296281264635,0.5664737654320987,0.038596864187509745,0.571141975308642,0.04242691740998667,0.5664737654320987,0.038596864187509745,0.049826388888888885,0.06501915746294594,0.05928819444444444,0.07838681054193192,0.049826388888888885,0.06501915746294594,0.9999992845695971,1.0117713787435007e-06,0.9999992845695971,1.0117713787435007e-06,0.9999992845695971,1.0117713787435007e-06,0.3851142780830281,0.0816940984468795,0.39252327533577536,0.09164763494905252,0.3851142780830281,0.0816940984468795,0.5900761853886853,0.05446273229791969,0.5950155168905169,0.0610984232993684,0.5900761853886853,0.05446273229791969,0.0879750457875458,0.11354627954471876,0.10017170329670329,0.13077130790571073,0.0879750457875458,0.11354627954471876,1.0,0.0,1.0,0.0,1.0,0.0,0.41898593304843307,0.12214349373586854,0.4277606459898126,0.13454705779635476,0.41898593304843307,0.12214349373586854,0.6126572886989554,0.08142899582391235,0.6185070973265417,0.08969803853090318,0.6126572886989554,0.08142899582391235,0.14387383449883448,0.18181938157766775,0.1530375874125874,0.19474906617365492,0.14387383449883448,0.18181938157766775,1.0,0.0,1.0,0.0,1.0,0.0,0.453125,0.16585086800094434,0.4635416666666667,0.18057224815999703,0.453125,0.16585086800094434,0.6354166666666666,0.11056724533396288,0.6423611111111112,0.12038149877333135,0.6354166666666666,0.11056724533396288,0.21875,0.2663898302613421,0.21875,0.2663898302613421,0.21875,0.2663898302613421,0.7050382653061225,0.421875,30,30,45,0.7050382653061225,0.421875,30,30,45
nl_exact,25,3,1.0,0.0,1.0,0.0,0.4875,0.21728677287554038,0.8208333333333333,0.062360956446232324,0.7152777777777778,0.12071487381974463,0.9004629629629629,0.03464497580346244,0.21875,0.24340253011558172,0.6875,0.142064392676936,7.613497056242863,0.12608395534674846,1.0,0.0,1.0,0.0,1.0,0.0,0.17838541666666666,0.047007552746244644,0.19752604166666665,0.04459098393761127,0.17526041666666667,0.044702627708504326,0.5435474537037037,0.026115307081247017,0.5541811342592593,0.0247727688542285,0.5418113425925926,0.024834793171391277,0.018880208333333332,0.007190990245564623,0.0390625,0.0235996991671769,0.016927083333333332,0.009743899444723805,1.0,0.0,1.0,0.0,1.0,0.0,0.22210069444444447,0.034719713451034036,0.2484201388888889,0.031000051725489492,0.21616319444444446,0.030066276776953862,0.5678337191358024,0.01928872969501894,0.5824556327160494,0.017222250958605276,0.5645351080246913,0.01670348709830774,0.03680555555555556,0.013663536368021527,0.07439236111111111,0.042854347563942366,0.03298611111111111,0.018703324104600454,1.0,0.0,1.0,0.0,1.0,0.0,0.2719940476190476,0.02853882270777606,0.31512477106227105,0.04161605040177063,0.26128090659340664,0.019707261568405212,0.5955522486772487,0.01585490150431998,0.6195137617012617,0.023120028000983735,0.5896005036630036,0.010948478649113955,0.07008356227106227,0.02484169660499691,0.13669871794871793,0.0723405494825769,0.0627918956043956,0.03462114448652146,1.0,0.0,1.0,0.0,1.0,0.0,0.3368777518777519,0.038770999581651415,0.40590941465941466,0.06526704361621988,0.31945788008288006,0.025144753367720672,0.6315987510431955,0.02153944421202857,0.6699496748107859,0.03625946867567771,0.621921044490489,0.013969307426511484,0.12807158119658119,0.04229172098283332,0.2388281857031857,0.1106043767568074,0.11487713675213675,0.060392302118256885,1.0,0.0,1.0,0.0,1.0,0.0,0.425,0.05796011559684814,0.53125,0.08941359889114558,0.40208333333333335,0.041562369465125,0.6805555555555556,0.03220006422047122,0.7395833333333334,0.04967422160619198,0.6678240740740741,0.023090205258402805,0.21875,0.06750771560841522,0.3854166666666667,0.14950729265007628,0.19791666666666666,0.09660019266141358,0.7464923469387755,0.3789062500000001,30,30,40,0.7358630952380952,0.3528645833333333,30,30,35
