family,display_family,template,train_max,n,cap_note,train_correct@16,train_joint@16,ood_correct@16,ood_valid_or_parse@16,ood_joint@16,ood_format@16,depth50_correct@16,depth50_valid_or_parse@16,depth50_joint@16
hard_attribute_fresh,hard attribute,logic,5,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.7627314814814815,0.1261574074074074,0.1076388888888889,0.8379629629629629,0.03125,0.010416666666666666,0.0
hard_attribute_fresh,hard attribute,logic,10,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.7997685185185185,0.4861111111111111,0.4548611111111111,0.7199074074074074,0.3541666666666667,0.0625,0.0
hard_attribute_fresh,hard attribute,logic,15,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.8206018518518517,0.5069444444444444,0.5,0.7708333333333334,0.17708333333333334,0.0,0.0
hard_attribute_fresh,hard attribute,logic,20,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.8726851851851851,0.7384259259259259,0.7372685185185185,0.8715277777777778,0.40625,0.0,0.0
hard_attribute_fresh,hard attribute,logic,25,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.8958333333333334,0.7430555555555555,0.736111111111111,0.8854166666666666,0.4583333333333333,0.010416666666666666,0.0
hard_attribute_fresh,hard attribute,nl_exact,5,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.42013888888888884,0.8333333333333334,0.005787037037037038,0.611111111111111,0.0,0.03125,0.0
hard_attribute_fresh,hard attribute,nl_exact,10,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.7905092592592592,0.7997685185185185,0.6597222222222222,0.798611111111111,0.1875,0.09375,0.03125
hard_attribute_fresh,hard attribute,nl_exact,15,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.7615740740740741,0.7662037037037037,0.6608796296296297,0.7569444444444445,0.020833333333333332,0.020833333333333332,0.0
hard_attribute_fresh,hard attribute,nl_exact,20,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.8622685185185185,0.8240740740740741,0.7685185185185185,0.8090277777777777,0.3020833333333333,0.020833333333333332,0.010416666666666666
hard_attribute_fresh,hard attribute,nl_exact,25,3,formal cap 12288 except targeted row-1 recovery at 8192; NL cap 8192,1.0,1.0,0.8078703703703703,0.8148148148148149,0.795138888888889,0.8090277777777778,0.08333333333333333,0.08333333333333333,0.07291666666666667
typed_maze,typed maze,logic,5,3,formal cap 4096; NL cap 6144,1.0,1.0,0.0023148148148148147,0.0023148148148148147,0.0,0.03587962962962963,0.0,0.0,0.0
typed_maze,typed maze,logic,10,3,formal cap 4096; NL cap 6144,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
typed_maze,typed maze,logic,15,3,formal cap 4096; NL cap 6144,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
typed_maze,typed maze,logic,20,3,formal cap 4096; NL cap 6144,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
typed_maze,typed maze,logic,25,3,formal cap 4096; NL cap 6144,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
typed_maze,typed maze,nl_exact,5,3,formal cap 4096; NL cap 6144,1.0,0.0,0.03009259259259259,0.0,0.0,0.011574074074074075,0.0,0.0,0.0
typed_maze,typed maze,nl_exact,10,3,formal cap 4096; NL cap 6144,1.0,0.0,0.10648148148148147,0.0,0.0,0.1099537037037037,0.0,0.0,0.0
typed_maze,typed maze,nl_exact,15,3,formal cap 4096; NL cap 6144,1.0,0.0,0.1111111111111111,0.0,0.0,0.1122685185185185,0.0,0.0,0.0
typed_maze,typed maze,nl_exact,20,3,formal cap 4096; NL cap 6144,0.75,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
typed_maze,typed maze,nl_exact,25,3,formal cap 4096; NL cap 6144,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
